# 7daf4d34-e3c1-4827-9777-a6793ffc3440
# 603fd3987364b09f9aacb70d1ed12c268e24dd56
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
115.1694972; -33.3490330; -6.9322356; -0.8317379; -0.0316457; 8.0000000; 0.0000000
115.3694443; -33.2008367; -6.7980541; -0.8383276; -0.0342788; 8.0000000; 0.0000000
115.5693913; -33.0516802; -6.6648522; -0.8454457; -0.0369117; 8.0000000; 0.0000000
115.7693384; -32.9015761; -6.5327824; -0.8530892; -0.0395490; 8.0000000; 0.0000000
115.9692854; -32.7504217; -6.4018946; -0.8612608; -0.0421867; 8.0000000; 0.0000000
116.1692325; -32.5981644; -6.2722827; -0.8699602; -0.0448276; 8.0000000; 0.0000000
116.3691795; -32.4447769; -6.1440619; -0.8791865; -0.0474721; 8.0000000; 0.0000000
116.5691265; -32.2901411; -6.0172716; -0.8889438; -0.0501166; 8.0000000; 0.0000000
116.7690736; -32.1342699; -5.8920591; -0.8992288; -0.0527668; 8.0000000; 0.0000000
116.9690206; -31.9770769; -5.7684907; -0.9100444; -0.0554171; 8.0000000; 0.0000000
117.1689677; -31.8185216; -5.6466695; -0.9213905; -0.0580717; 8.0000000; 0.0000000
117.3689147; -31.6585808; -5.5267111; -0.9332665; -0.0607310; 8.0000000; 0.0000000
117.5688618; -31.4971694; -5.4086848; -0.9456764; -0.0633941; 8.0000000; 0.0000000
117.7688088; -31.3342924; -5.2927265; -0.9586183; -0.0660652; 8.0000000; 0.0000000
117.9687559; -31.1698935; -5.1789265; -0.9720954; -0.0687459; 8.0000000; 0.0000000
118.1687029; -31.0039439; -5.0673957; -0.9861101; -0.0714395; 8.0000000; 0.0000000
118.3686499; -30.8364245; -4.9582508; -1.0006635; -0.0741406; 8.0000000; 0.0000000
118.5685970; -30.6673012; -4.8515984; -1.0157601; -0.0768686; 8.0000000; 0.0000000
118.7685440; -30.4965575; -4.7475570; -1.0314035; -0.0796074; 8.0000000; 0.0000000
118.9684911; -30.3241866; -4.6462508; -1.0475952; -0.0823662; 8.0000000; 0.0000000
119.1684381; -30.1501672; -4.5477949; -1.0643414; -0.0851458; 8.0000000; 0.0000000
119.3683852; -29.9744860; -4.4523098; -1.0816454; -0.0879402; 8.0000000; 0.0000000
119.5683322; -29.7971814; -4.3599434; -1.0995128; -0.0908052; 8.0000000; 0.0000000
119.7682792; -29.6181965; -4.2707949; -1.1179580; -0.0936850; 8.0000000; 0.0000000
119.9682263; -29.4376056; -4.1850292; -1.1369583; -0.0962885; 8.0000000; 0.0000000
120.1681733; -29.2553864; -4.1027506; -1.1564551; -0.0987420; 8.0000000; 0.0000000
120.3681204; -29.0715407; -4.0240696; -1.1764464; -0.1011739; 8.0000000; 0.0000000
120.5680674; -28.8862234; -3.9491559; -1.1969021; -0.1034996; 8.0000000; 0.0000000
120.7680145; -28.6993072; -3.8780593; -1.2178348; -0.1058463; 8.0000000; 0.0000000
120.9679615; -28.5109897; -3.8109492; -1.2390814; -0.1059319; 8.0000000; 0.0000000
121.1679086; -28.3212758; -3.7478357; -1.2601571; -0.1048999; 8.0000000; 0.0000000
121.3678556; -28.1302232; -3.6886981; -1.2810363; -0.1037275; 8.0000000; 0.0000000
121.5678026; -27.9380834; -3.6335585; -1.3015508; -0.1015305; 8.0000000; 0.0000000
121.7677497; -27.7447829; -3.5823092; -1.3216400; -0.0993891; 8.0000000; 0.0000000
121.9676967; -27.5505493; -3.5349231; -1.3413039; -0.0973323; 8.0000000; 0.0000000
122.1676438; -27.3554216; -3.4913238; -1.3605644; -0.0953363; 8.0000000; 0.0000000
122.3675908; -27.1594573; -3.4514439; -1.3794348; -0.0933931; 8.0000000; 0.0000000
122.5675379; -26.9628503; -3.4152429; -1.3979159; -0.0915026; 8.0000000; 0.0000000
122.7674849; -26.7655587; -3.3826356; -1.4160282; -0.0896553; 8.0000000; 0.0000000
122.9674319; -26.5677465; -3.3535752; -1.4337722; -0.0878410; 8.0000000; 0.0000000
123.1673790; -26.3694495; -3.3279927; -1.4511558; -0.0860500; 8.0000000; 0.0000000
123.3673260; -26.1707121; -3.3058225; -1.4681870; -0.0842916; 8.0000000; 0.0000000
123.5672731; -25.9716769; -3.2870096; -1.4848667; -0.0825737; 8.0000000; 0.0000000
123.7672201; -25.7723195; -3.2714822; -1.5012094; -0.0808899; 8.0000000; 0.0000000
123.9671672; -25.5727565; -3.2591824; -1.5172167; -0.0792284; 8.0000000; 0.0000000
124.1671142; -25.3730228; -3.2500455; -1.5328932; -0.0775832; 8.0000000; 0.0000000
124.3670613; -25.1731534; -3.2440075; -1.5482445; -0.0759626; 8.0000000; 0.0000000
124.5670083; -24.9732436; -3.2410063; -1.5632719; -0.0743650; 8.0000000; 0.0000000
124.7669553; -24.7732895; -3.2409778; -1.5779837; -0.0727888; 8.0000000; 0.0000000
124.9669024; -24.5733653; -3.2438594; -1.5923814; -0.0712277; 8.0000000; 0.0000000
125.1668494; -24.3735028; -3.2495879; -1.6064682; -0.0696805; 8.0000000; 0.0000000
125.3667965; -24.1737305; -3.2581008; -1.6202481; -0.0681533; 8.0000000; 0.0000000
125.5667435; -23.9741054; -3.2693345; -1.6337235; -0.0666417; 8.0000000; 0.0000000
125.7666906; -23.7746400; -3.2832276; -1.6468985; -0.0651437; 8.0000000; 0.0000000
125.9666376; -23.5753739; -3.2997176; -1.6597752; -0.0636568; 8.0000000; 0.0000000
126.1665847; -23.3763349; -3.3187423; -1.6723554; -0.0621808; 8.0000000; 0.0000000
126.3665317; -23.1775467; -3.3402404; -1.6846420; -0.0607192; 8.0000000; 0.0000000
126.5664787; -22.9790325; -3.3641504; -1.6966376; -0.0592685; 8.0000000; 0.0000000
126.7664258; -22.7808199; -3.3904107; -1.7083439; -0.0578280; 8.0000000; 0.0000000
126.9663728; -22.5829203; -3.4189616; -1.7197628; -0.0563866; 8.0000000; 0.0000000
127.1663199; -22.3853562; -3.4497417; -1.7308929; -0.0549449; 8.0000000; 0.0000000
127.3662669; -22.1881483; -3.4826894; -1.7417353; -0.0535120; 8.0000000; 0.0000000
127.5662140; -21.9912910; -3.5177476; -1.7522933; -0.0520928; 8.0000000; 0.0000000
127.7661610; -21.7948218; -3.5548520; -1.7625677; -0.0506812; 8.0000000; 0.0000000
127.9661080; -21.5987312; -3.5939469; -1.7725605; -0.0492692; 8.0000000; 0.0000000
128.1660551; -21.4030359; -3.6349715; -1.7822705; -0.0478558; 8.0000000; 0.0000000
128.3660021; -21.2077552; -3.6778638; -1.7916977; -0.0464462; 8.0000000; 0.0000000
128.5659492; -21.0128583; -3.7225730; -1.8008432; -0.0450280; 8.0000000; 0.0000000
128.7658962; -20.8183902; -3.7690307; -1.8097047; -0.0436136; 8.0000000; 0.0000000
128.9658433; -20.6243257; -3.8171847; -1.8182834; -0.0421887; 8.0000000; 0.0000000
129.1657903; -20.4306735; -3.8669742; -1.8265757; -0.0407551; 8.0000000; 0.0000000
129.3657374; -20.2374506; -3.9183354; -1.8345809; -0.0393238; 8.0000000; 0.0000000
129.5656844; -20.0446091; -3.9712221; -1.8423005; -0.0378870; 8.0000000; 0.0000000
129.7656314; -19.8521955; -4.0255620; -1.8497321; -0.0364517; 8.0000000; 0.0000000
129.9655785; -19.6601738; -4.0813055; -1.8568771; -0.0350145; 8.0000000; 0.0000000
130.1655255; -19.4685452; -4.1383926; -1.8637343; -0.0335751; 8.0000000; 0.0000000
130.3654726; -19.2773234; -4.1967589; -1.8703033; -0.0321364; 8.0000000; 0.0000000
130.5654196; -19.0864499; -4.2563622; -1.8765850; -0.0306921; 8.0000000; 0.0000000
130.7653667; -18.8959683; -4.3171286; -1.8825772; -0.0292479; 8.0000000; 0.0000000
130.9653137; -18.7058368; -4.3790107; -1.8882807; -0.0278004; 8.0000000; 0.0000000
131.1652607; -18.5160496; -4.4419495; -1.8936944; -0.0263499; 8.0000000; 0.0000000
131.3652078; -18.3266154; -4.5058810; -1.8988176; -0.0248989; 8.0000000; 0.0000000
131.5651548; -18.1374728; -4.5707648; -1.9036507; -0.0234415; 8.0000000; 0.0000000
131.7651019; -17.9486570; -4.6365271; -1.9081919; -0.0219834; 8.0000000; 0.0000000
131.9650489; -17.7601249; -4.7031213; -1.9124414; -0.0205208; 8.0000000; 0.0000000
132.1649960; -17.5718649; -4.7704895; -1.9163979; -0.0190540; 8.0000000; 0.0000000
132.3649430; -17.3838793; -4.8385684; -1.9200607; -0.0175864; 8.0000000; 0.0000000
132.5648901; -17.1961096; -4.9073169; -1.9234300; -0.0161132; 8.0000000; 0.0000000
132.7648371; -17.0085794; -4.9766638; -1.9265044; -0.0146392; 8.0000000; 0.0000000
132.9647841; -16.8212477; -5.0465612; -1.9292838; -0.0131603; 8.0000000; 0.0000000
133.1647312; -16.6340981; -5.1169523; -1.9317670; -0.0116772; 8.0000000; 0.0000000
133.3646782; -16.4471253; -5.1877755; -1.9339533; -0.0101930; 8.0000000; 0.0000000
133.5646253; -16.2602801; -5.2589862; -1.9358425; -0.0087024; 8.0000000; 0.0000000
133.7645723; -16.0735702; -5.3305176; -1.9374334; -0.0072112; 8.0000000; 0.0000000
133.9645194; -15.8869607; -5.4023193; -1.9387259; -0.0057155; 8.0000000; 0.0000000
134.1644664; -15.7004315; -5.4743349; -1.9397188; -0.0042160; 8.0000000; 0.0000000
134.3644134; -15.5139698; -5.5465051; -1.9404118; -0.0027159; 8.0000000; 0.0000000
134.5643605; -15.3275387; -5.6187799; -1.9408042; -0.0012089; 8.0000000; 0.0000000
134.7643075; -15.1411299; -5.6910978; -1.9408952; 0.0002983; 8.0000000; 0.0000000
134.9642546; -14.9547163; -5.7634048; -1.9406847; 0.0018095; 8.0000000; 0.0000000
135.1642016; -14.7682754; -5.8356448; -1.9401715; 0.0033239; 8.0000000; 0.0000000
135.3641487; -14.5817874; -5.9077606; -1.9393555; 0.0048385; 8.0000000; 0.0000000
135.5640957; -14.3952303; -5.9796956; -1.9382360; 0.0063595; 8.0000000; 0.0000000
135.7640428; -14.2085801; -6.0513940; -1.9368124; 0.0078803; 8.0000000; 0.0000000
135.9639898; -14.0218190; -6.1227976; -1.9350846; 0.0094044; 8.0000000; 0.0000000
136.1639368; -13.8349238; -6.1938499; -1.9330516; 0.0109311; 8.0000000; 0.0000000
136.3638839; -13.6478689; -6.2644953; -1.9307133; 0.0124576; 8.0000000; 0.0000000
136.5638309; -13.4606479; -6.3346712; -1.9280694; 0.0139893; 8.0000000; 0.0000000
136.7637780; -13.2732233; -6.4043260; -1.9251191; 0.0155204; 8.0000000; 0.0000000
136.9637250; -13.0855875; -6.4733974; -1.9218627; 0.0170539; 8.0000000; 0.0000000
137.1636721; -12.8977179; -6.5418284; -1.9182994; 0.0185894; 8.0000000; 0.0000000
137.3636191; -12.7095857; -6.6095640; -1.9144289; 0.0201243; 8.0000000; 0.0000000
137.5635661; -12.5211986; -6.6765364; -1.9102517; 0.0216602; 8.0000000; 0.0000000
137.7635132; -12.3325107; -6.7426966; -1.9057672; 0.0231957; 8.0000000; 0.0000000
137.9634602; -12.1435231; -6.8079792; -1.9009761; 0.0247276; 8.0000000; 0.0000000
138.1634073; -11.9542166; -6.8723261; -1.8958790; 0.0262570; 8.0000000; 0.0000000
138.3633543; -11.7645623; -6.9356825; -1.8904759; 0.0277858; 8.0000000; 0.0000000
138.5633014; -11.5745791; -6.9979777; -1.8847683; 0.0293080; 8.0000000; 0.0000000
138.7632484; -11.3842193; -7.0591633; -1.8787559; 0.0308306; 8.0000000; 0.0000000
138.9631955; -11.1934913; -7.1191726; -1.8724395; 0.0323485; 8.0000000; 0.0000000
139.1631425; -11.0023812; -7.1779464; -1.8658202; 0.0338636; 8.0000000; 0.0000000
139.3630895; -10.8108643; -7.2354288; -1.8588973; 0.0353792; 8.0000000; 0.0000000
139.5630366; -10.6189657; -7.2915491; -1.8516729; 0.0368884; 8.0000000; 0.0000000
139.7629836; -10.4266445; -7.3462565; -1.8441459; 0.0383996; 8.0000000; 0.0000000
139.9629307; -10.2339130; -7.3994845; -1.8363171; 0.0399082; 8.0000000; 0.0000000
140.1628777; -10.0407653; -7.4511724; -1.8281869; 0.0414165; 8.0000000; 0.0000000
140.3628248; -9.8471856; -7.5012616; -1.8197544; 0.0429272; 8.0000000; 0.0000000
140.5627718; -9.6531979; -7.5496840; -1.8110214; 0.0444293; 8.0000000; 0.0000000
140.7627188; -9.4587786; -7.5963833; -1.8019872; 0.0459363; 8.0000000; 0.0000000
140.9626659; -9.2639419; -7.6412941; -1.7926505; 0.0474643; 8.0000000; 0.0000000
141.1626129; -9.0686896; -7.6843535; -1.7830057; 0.0490110; 8.0000000; 0.0000000
141.3625600; -8.8730159; -7.7254992; -1.7730509; 0.0505775; 8.0000000; 0.0000000
141.5625070; -8.6769486; -7.7646578; -1.7627224; 0.0527391; 8.0000000; 0.0000000
141.7624541; -8.4804701; -7.8017484; -1.7519605; 0.0549079; 8.0000000; 0.0000000
141.9624011; -8.2835961; -7.8366788; -1.7407393; 0.0575623; 8.0000000; 0.0000000
142.1623482; -8.0863355; -7.8693400; -1.7289200; 0.0606632; 8.0000000; 0.0000000
142.3622952; -7.8886922; -7.8996063; -1.7164795; 0.0637738; 8.0000000; 0.0000000
142.5622422; -7.6906764; -7.9273508; -1.7034258; 0.0667981; 8.0000000; 0.0000000
142.7621893; -7.4923134; -7.9524475; -1.6897659; 0.0698401; 8.0000000; 0.0000000
142.9621363; -7.2936145; -7.9747724; -1.6754994; 0.0728330; 8.0000000; 0.0000000
143.1620834; -7.0946111; -7.9942014; -1.6606410; 0.0757907; 8.0000000; 0.0000000
143.3620304; -6.8953515; -8.0106113; -1.6451901; 0.0787702; 8.0000000; 0.0000000
143.5619775; -6.6958295; -8.0238830; -1.6291427; 0.0817383; 8.0000000; 0.0000000
143.7619245; -6.4961411; -8.0338908; -1.6125004; 0.0847386; 8.0000000; 0.0000000
143.9618716; -6.2963019; -8.0405142; -1.5952551; 0.0877563; 8.0000000; 0.0000000
144.1618186; -6.0963727; -8.0436301; -1.5774036; 0.0908042; 8.0000000; 0.0000000
144.3617656; -5.8964545; -8.0431159; -1.5589422; 0.0938880; 8.0000000; 0.0000000
144.5617127; -5.6965243; -8.0388477; -1.5398564; 0.0969990; 8.0000000; 0.0000000
144.7616597; -5.4967568; -8.0307043; -1.5201476; 0.1001591; 8.0000000; 0.0000000
144.9616068; -5.2971789; -8.0185613; -1.4998017; 0.1033549; 8.0000000; 0.0000000
145.1615538; -5.0978853; -8.0022957; -1.4788110; 0.1066037; 8.0000000; -1.4895807
145.3615009; -4.8990335; -7.9817914; -1.4571706; 0.1099054; 7.9626833; -1.5172808
145.5614479; -4.7006030; -7.9569127; -1.4348571; 0.1132562; 7.9244920; -1.5027611
145.7613949; -4.5028416; -7.9275548; -1.4118725; 0.1166779; 7.8864839; -1.4883803
145.9613420; -4.3058035; -7.8935891; -1.3881962; 0.1201523; 7.8486581; -1.4741372
146.1612890; -4.1096265; -7.8548971; -1.3638168; 0.1237036; 7.8110137; -1.4600303
146.3612361; -3.9145214; -7.8113775; -1.3387265; 0.1273288; 7.7735499; -1.4460585
146.5611831; -3.7205065; -7.7628850; -1.3128940; 0.1310294; 7.7362657; -1.4322203
146.7611302; -3.5278840; -7.7093414; -1.2863188; 0.1348281; 7.6991604; -1.4185146
146.9610772; -3.3367613; -7.6506210; -1.2589751; 0.1386870; 7.6622331; -1.4049400
147.1610243; -3.1473294; -7.5866198; -1.2308501; 0.1426409; 7.6254828; -1.3914954
147.3609713; -2.9598434; -7.5172589; -1.2019308; 0.1466933; 7.5889089; -1.3781794
147.5609183; -2.7744154; -7.4424062; -1.1721827; 0.1508514; 7.5525103; -1.3649908
147.7608654; -2.5913646; -7.3620105; -1.1415956; 0.1551365; 7.5162863; -1.3519284
147.9608124; -2.4108932; -7.2759753; -1.1101409; 0.1595333; 7.4802361; -1.3389911
148.1607595; -2.2332503; -7.1842239; -1.0777901; 0.1640834; 7.4443588; -1.3261775
148.3607065; -2.0587195; -7.0866984; -1.0445184; 0.1687534; 7.4086535; -1.3134866
148.5606536; -1.8875926; -6.9833485; -1.0102912; 0.1736772; 7.3731195; -1.3009171
148.7606006; -1.7201331; -6.8741036; -0.9750595; 0.1787409; 7.3377559; -1.2884679
148.9605476; -1.5567059; -6.7589623; -0.9388537; 0.1831258; 7.3025620; -1.2761378
149.1604947; -1.3975994; -6.6379137; -0.9018486; 0.1870904; 7.2675368; -1.2639257
149.3604417; -1.2430805; -6.5109558; -0.8640203; 0.1907782; 7.2326797; -1.2518305
149.5603888; -1.0935760; -6.3783125; -0.8262863; 0.1868402; 7.1979897; -1.2398510
149.7603358; -0.9490543; -6.2401053; -0.7892919; 0.1831919; 7.1634661; -1.2279862
149.9602829; -0.8097158; -6.0967245; -0.7530555; 0.1788959; 7.1291081; -1.2162349
150.1602299; -0.6756016; -5.9484616; -0.7177739; 0.1740806; 7.0949149; -1.2045961
150.3601770; -0.5466812; -5.7955632; -0.6834170; 0.1695259; 7.0608856; -1.1930686
150.5601240; -0.4230834; -5.6384671; -0.6499653; 0.1651908; 7.0270196; -1.1816515
150.7600710; -0.3046978; -5.4773161; -0.6173491; 0.1610554; 6.9933161; -1.1703436
150.9600181; -0.1915755; -5.3124545; -0.5855440; 0.1570842; 6.9597741; -1.1591439
151.1599651; -0.0836920; -5.1441302; -0.5545249; 0.1532317; 6.9263931; -1.1480514
151.3599122; 0.0190075; -4.9725397; -0.5242515; 0.1495530; 6.8931721; -1.1370651
151.5598592; 0.1164996; -4.7980112; -0.4947174; 0.1459277; 6.8601105; -1.1261839
151.7598063; 0.2088774; -4.6206761; -0.4658890; 0.1424379; 6.8272075; -1.1154068
151.9597533; 0.2961629; -4.4407912; -0.4377472; 0.1390507; 6.7944623; -1.1047328
152.1597003; 0.3784110; -4.2585555; -0.4102782; 0.1357376; 6.7618741; -1.0941610
152.3596474; 0.4556917; -4.0741334; -0.3834564; 0.1325454; 6.7294423; -1.0836904
152.5595944; 0.5280480; -3.8877546; -0.3572718; 0.1293978; 6.6971660; -1.0733199
152.7595415; 0.5955636; -3.6995515; -0.3317054; 0.1263439; 6.6650444; -1.0630487
152.9594885; 0.6583029; -3.5097041; -0.3067410; 0.1233627; 6.6330770; -1.0528758
153.1594356; 0.7163395; -3.3183705; -0.2823693; 0.1204316; 6.6012629; -1.0428003
153.3593826; 0.7697531; -3.1256917; -0.2585751; 0.1175835; 6.5696014; -1.0328211
153.5593297; 0.8186224; -2.9318099; -0.2353470; 0.1147648; 6.5380917; -1.0276099
153.7592767; 0.8630293; -2.7368613; -0.2126768; 0.1120092; 6.5065896; -1.0181747
153.9592237; 0.9030599; -2.5409633; -0.1905511; 0.1093032; 6.4752255; -0.8335907
154.1591708; 0.9387997; -2.3442372; -0.1689641; 0.1066293; 6.4494339; -0.6649846
154.3591178; 0.9703356; -2.1468049; -0.1479075; 0.1040113; 6.4287848; -0.5116813
154.5590649; 0.9977619; -1.9487388; -0.1273702; 0.1014092; 6.4128509; -0.3704740
154.7590119; 1.0211646; -1.7501734; -0.1073509; 0.0988480; 6.4012894; -0.2411431
154.9589590; 1.0406390; -1.5511782; -0.0878395; 0.0963130; 6.3937527; -0.1218797
155.1589060; 1.0562780; -1.3518416; -0.0688342; 0.0937909; 6.3899401; -0.0111211
155.3588530; 1.0681750; -1.1522669; -0.0503315; 0.0913049; 6.3895921; 0.0910738
155.5588001; 1.0764284; -0.9524761; -0.0323248; 0.0887988; 6.3924414; 0.1878506
155.7587471; 1.0811326; -0.7525924; -0.0148187; 0.0863175; 6.3983145; 0.2780061
155.9586942; 1.0823861; -0.5526523; 0.0022040; 0.0840510; 6.4069963; 0.3544221
156.1586412; 1.0802791; -0.3527140; 0.0188032; 0.0819841; 6.4180474; 0.4186997
156.3585883; 1.0748956; -0.1528569; 0.0349893; 0.0799358; 6.4310783; 0.4791257
